Thread ID: 70321780771280
Fiber ID: 70321808515740
Total: 0.000000
Sort by: self_time

 %self      total      self      wait     child     calls  name
   NaN      0.000     0.000     0.000     0.000        1   ActiveSupport::TaggedLogging#pop_tags 
   NaN      0.000     0.000     0.000     0.000        1   ActiveSupport::BufferedLogger#respond_to? 
   NaN      0.000     0.000     0.000     0.000        1   ActiveSupport::TaggedLogging#clear_tags! 
   NaN      0.000     0.000     0.000     0.000        1   ActiveSupport::TaggedLogging#flush 
   NaN      0.000     0.000     0.000     0.000        1   <Class::ActiveSupport::LogSubscriber>#flushable_loggers 
   NaN      0.000     0.000     0.000     0.000        1   <Class::ActiveSupport::LogSubscriber>#flush_all! 
   NaN      0.000     0.000     0.000     0.000        1   ActiveRecord::ConnectionAdapters::ConnectionManagement::Proxy#initialize 
   NaN      0.000     0.000     0.000     0.000        1   ActiveRecord::QueryCache::BodyProxy#initialize 
   NaN      0.000     0.000     0.000     0.000        7   Rack::Utils::HeaderHash#[] 
   NaN      0.000     0.000     0.000     0.000        1   ActionDispatch::Cookies::CookieJar#write 
   NaN      0.000     0.000     0.000     0.000        1   Rack::Session::Abstract::ID#force_options? 
   NaN      0.000     0.000     0.000     0.000        1   Rack::Session::Abstract::ID#forced_session_update? 
   NaN      0.000     0.000     0.000     0.000        1   Rack::Session::Abstract::ID#loaded_session? 
   NaN      0.000     0.000     0.000     0.000        1   Rack::Session::Abstract::ID#commit_session? 
   NaN      0.000     0.000     0.000     0.000        1   Rack::Session::Abstract::ID#commit_session 
   NaN      0.000     0.000     0.000     0.000        1   Rack::Session::Abstract::SessionHash#has_key? 
   NaN      0.000     0.000     0.000     0.000        1   Rack::ConditionalGet#fresh? 
   NaN      0.000     0.000     0.000     0.000       14   Rack::Utils::HeaderHash#[]= 
   NaN      0.000     0.000     0.000     0.000        2   Rack::Utils::HeaderHash#initialize 
   NaN      0.000     0.000     0.000     0.000        2   <Class::Rack::Utils::HeaderHash>#new 
   NaN      0.000     0.000     0.000     0.000        1   Digest::Base#finish 
   NaN      0.000     0.000     0.000     0.000        1   Digest::Base#update 
   NaN      0.000     0.000     0.000     0.000        2   Digest::Base#reset 
   NaN      0.000     0.000     0.000     0.000        1   Digest::Instance#digest 
   NaN      0.000     0.000     0.000     0.000        1   Digest::Class#initialize 
   NaN      0.000     0.000     0.000     0.000        1   <Class::Digest::Base>#allocate 
   NaN      0.000     0.000     0.000     0.000        1   <Class::Digest::Class>#digest 
   NaN      0.000     0.000     0.000     0.000        1   <Class::Digest::Class>#hexdigest 
   NaN      0.000     0.000     0.000     0.000        1   ActionDispatch::Response#each 
   NaN      0.000     0.000     0.000     0.000        1   Rack::ETag#digest_body 
   NaN      0.000     0.000     0.000     0.000        1   Rack::ETag#skip_caching? 
   NaN      0.000     0.000     0.000     0.000        1   ActionDispatch::Response#respond_to? 
   NaN      0.000     0.000     0.000     0.000        1   Rack::ETag#etag_body? 
   NaN      0.000     0.000     0.000     0.000        1   Rack::ETag#etag_status? 
   NaN      0.000     0.000     0.000     0.000        1   ActionDispatch::Http::Cache::Response#last_modified? 
   NaN      0.000     0.000     0.000     0.000        1   ActionDispatch::Http::Cache::Response#handle_conditional_get! 
   NaN      0.000     0.000     0.000     0.000        1   <Class::ActionDispatch::Response>#default_charset 
   NaN      0.000     0.000     0.000     0.000        1   ActionDispatch::Response#assign_default_content_type_and_charset! 
   NaN      0.000     0.000     0.000     0.000        1   ActionDispatch::Response#to_a 
   NaN      0.000     0.000     0.000     0.000        1   ActionController::Metal#to_a 
   NaN      0.000     0.000     0.000     0.000        1   Fixnum#to_f 
   NaN      0.000     0.000     0.000     0.000        1   Float#to_f 
   NaN      0.000     0.000     0.000     0.000        1   ActionController::Instrumentation::ClassMethods#log_process_action 
   NaN      0.000     0.000     0.000     0.000        1   ActiveRecord::Railties::ControllerRuntime::ClassMethods#log_process_action 
   NaN      0.000     0.000     0.000     0.000        1   ActionController::LogSubscriber#process_action 
   NaN      0.000     0.000     0.000     0.000        1   ActionController::Instrumentation#append_info_to_payload 
   NaN      0.000     0.000     0.000     0.000        1   ActiveRecord::Railties::ControllerRuntime#append_info_to_payload 
   NaN      0.000     0.000     0.000     0.000        1   Float#- 
   NaN      0.000     0.000     0.000     0.000        1   ActionController::RackDelegation#content_type= 
   NaN      0.000     0.000     0.000     0.000        1   <Class::Mime::Type>#lookup_by_extension 
   NaN      0.000     0.000     0.000     0.000        1   <Module::Mime>#[] 
   NaN      0.000     0.000     0.000     0.000        1   ActionController::RackDelegation#content_type 
   NaN      0.000     0.000     0.000     0.000        1   ActionController::Metal#response_body= 
   NaN      0.000     0.000     0.000     0.000        1   ActionController::RackDelegation#response_body= 
   NaN      0.000     0.000     0.000     0.000        1   ActiveSupport::SafeBuffer#original_concat 
   NaN      0.000     0.000     0.000     0.000        1   ActiveSupport::SafeBuffer#safe_concat 
   NaN      0.000     0.000     0.000     0.000        4   String#to_sym 
   NaN      0.000     0.000     0.000     0.000        1   ActionView::Helpers::TagHelper#content_tag_string 
   NaN      0.000     0.000     0.000     0.000        1   ActionView::Helpers::TagHelper#content_tag 
   NaN      0.000     0.000     0.000     0.000        1   ActionView::Helpers::AssetTagHelper::JavascriptIncludeTag#extension 
   NaN      0.000     0.000     0.000     0.000        1   ActionView::Helpers::AssetTagHelper::JavascriptIncludeTag#asset_name 
   NaN      0.000     0.000     0.000     0.000        1   ActionView::Helpers::AssetTagHelper::JavascriptIncludeTag#asset_tag 
   NaN      0.000     0.000     0.000     0.000        1   ActionView::Helpers::AssetTagHelper::JavascriptIncludeTag#add_application_js 
   NaN      0.000     0.000     0.000     0.000        1   ActionView::Helpers::AssetTagHelper::JavascriptIncludeTag#expand_sources 
   NaN      0.000     0.000     0.000     0.000        1   ActionView::Helpers::AssetTagHelper::JavascriptTagHelpers#javascript_include_tag 
   NaN      0.000     0.000     0.000     0.000        1   Sprockets::Helpers::RailsHelper#javascript_include_tag 
   NaN      0.000     0.000     0.000     0.000        3   ActiveSupport::SafeBuffer#html_safe? 
   NaN      0.000     0.000     0.000     0.000        2   Temple::Utils#escape_html_safe 
   NaN      0.000     0.000     0.000     0.000        2   Array#* 
   NaN      0.000     0.000     0.000     0.000        2   Array#sort 
   NaN      0.000     0.000     0.000     0.000       15   String#html_safe 
   NaN      0.000     0.000     0.000     0.000        7   Object#html_safe? 
   NaN      0.000     0.000     0.000     0.000        7   ERB::Util#html_escape 
   NaN      0.000     0.000     0.000     0.000        2   ActionView::Helpers::TagHelper#tag_options 
   NaN      0.000     0.000     0.000     0.000        1   ActionView::Helpers::TagHelper#tag 
   NaN      0.000     0.000     0.000     0.000        1   ActionView::Helpers::AssetTagHelper::StylesheetIncludeTag#extension 
   NaN      0.000     0.000     0.000     0.000        2   ActiveSupport::Inflector#apply_inflections 
   NaN      0.000     0.000     0.000     0.000        2   ActiveSupport::Inflector#pluralize 
   NaN      0.000     0.000     0.000     0.000        2   String#pluralize 
   NaN      0.000     0.000     0.000     0.000        1   ActionView::Helpers::AssetTagHelper::StylesheetIncludeTag#asset_name 
   NaN      0.000     0.000     0.000     0.000        2   ActionView::Helpers::AssetTagHelper::AssetIncludeTag#path_to_asset 
   NaN      0.000     0.000     0.000     0.000        1   ActionView::Helpers::AssetTagHelper::StylesheetIncludeTag#asset_tag 
   NaN      0.000     0.000     0.000     0.000        2   ActionView::Helpers::AssetTagHelper::AssetIncludeTag#update_source_list 
   NaN      0.000     0.000     0.000     0.000        2   ActionView::Helpers::AssetTagHelper::AssetIncludeTag#determine_source 
   NaN      0.000     0.000     0.000     0.000        4  *ActionView::Helpers::AssetTagHelper::AssetIncludeTag#expansions 
   NaN      0.000     0.000     0.000     0.000        1   ActionView::Helpers::AssetTagHelper::AssetIncludeTag#expand_sources 
   NaN      0.000     0.000     0.000     0.000        2   #<Class:0x007fea24ebe798>#perform_caching 
   NaN      0.000     0.000     0.000     0.000        2   Kernel#instance_of? 
   NaN      0.000     0.000     0.000     0.000        2   Hash#extractable_options? 
   NaN      0.000     0.000     0.000     0.000        2   ActionView::Helpers::AssetTagHelper::AssetIncludeTag#include_tag 
   NaN      0.000     0.000     0.000     0.000        2   ActionView::Helpers::AssetTagHelper::AssetIncludeTag#initialize 
   NaN      0.000     0.000     0.000     0.000        1   ActionView::Helpers::AssetTagHelper::StylesheetTagHelpers#stylesheet_link_tag 
   NaN      0.000     0.000     0.000     0.000        4   #<Class:0x007fea24ebe798>#asset_host 
   NaN      0.000     0.000     0.000     0.000        4   ActionView::AssetPaths#asset_host_config 
   NaN      0.000     0.000     0.000     0.000        4   ActionView::AssetPaths#compute_asset_host 
   NaN      0.000     0.000     0.000     0.000        4   ActionView::AssetPaths#rewrite_host_and_protocol 
   NaN      0.000     0.000     0.000     0.000        4   ActionView::AssetPaths#rewrite_relative_url_root 
   NaN      0.000     0.000     0.000     0.000        4   #<Class:0x007fea24ebe798>#relative_url_root 
   NaN      0.000     0.000     0.000     0.000        4   ActionView::AssetPaths#relative_url_root 
   NaN      0.000     0.000     0.000     0.000        4   <Class::File>#join 
   NaN      0.000     0.000     0.000     0.000        4   Sprockets::Helpers::RailsHelper::AssetPaths#rewrite_asset_path 
   NaN      0.000     0.000     0.000     0.000        4   <Class::File>#extname 
   NaN      0.000     0.000     0.000     0.000        4   Sprockets::Helpers::RailsHelper::AssetPaths#rewrite_extension 
   NaN      0.000     0.000     0.000     0.000        4   ActionView::AssetPaths#is_uri? 
   NaN      0.000     0.000     0.000     0.000        4   ActionView::AssetPaths#compute_public_path 
   NaN      0.000     0.000     0.000     0.000        2   Sprockets::Helpers::RailsHelper#asset_prefix 
   NaN      0.000     0.000     0.000     0.000        1   Sprockets::Helpers::RailsHelper#asset_digests 
   NaN      0.000     0.000     0.000     0.000        1   Sprockets::Helpers::RailsHelper#asset_environment 
   NaN      0.000     0.000     0.000     0.000        1   ActionView::AssetPaths#initialize 
   NaN      0.000     0.000     0.000     0.000        4   Sprockets::Helpers::RailsHelper#asset_paths 
   NaN      0.000     0.000     0.000     0.000        2   Sprockets::Helpers::RailsHelper#asset_path 
   NaN      0.000     0.000     0.000     0.000        3   Sprockets::Helpers::RailsHelper#digest_assets? 
   NaN      0.000     0.000     0.000     0.000        2   ActionController::Metal#params 
   NaN      0.000     0.000     0.000     0.000        2   ActionView::Helpers::ControllerHelper#params 
   NaN      0.000     0.000     0.000     0.000       12   Symbol#to_sym 
   NaN      0.000     0.000     0.000     0.000       11   ActiveSupport::OrderedOptions#[] 
   NaN      0.000     0.000     0.000     0.000       11   ActiveSupport::OrderedOptions#method_missing 
   NaN      0.000     0.000     0.000     0.000       11   Rails::Application#config 
   NaN      0.000     0.000     0.000     0.000        3   Sprockets::Helpers::RailsHelper#compile_assets? 
   NaN      0.000     0.000     0.000     0.000        2   Sprockets::Helpers::RailsHelper#debug_assets? 
   NaN      0.000     0.000     0.000     0.000        4   Array#extract_options! 
   NaN      0.000     0.000     0.000     0.000        1   Sprockets::Helpers::RailsHelper#stylesheet_link_tag 
   NaN      0.000     0.000     0.000     0.000       16   String#initialize 
   NaN      0.000     0.000     0.000     0.000       16   ActiveSupport::SafeBuffer#initialize 
   NaN      0.000     0.000     0.000     0.000        1   ActionView::CompiledTemplates#_app_views_welcome_index_slim__139758645822068059_70321812092360 
   NaN      0.000     0.000     0.000     0.000        1   ActionView::Template#method_name 
   NaN      0.000     0.000     0.000     0.000        1   ActionView::Template#compile! 
   NaN      0.000     0.000     0.000     0.000        1   ActionView::Template#render 
   NaN      0.000     0.000     0.000     0.000        1   ActionView::AbstractRenderer#instrument 
   NaN      0.000     0.000     0.000     0.000        1   AbstractController::Layouts#_normalize_layout 
   NaN      0.000     0.000     0.000     0.000        1   AbstractController::Layouts#_layout 
   NaN      0.000     0.000     0.000     0.000        1   ActionController::Base#_layout 
   NaN      0.000     0.000     0.000     0.000        1   ApplicationController#_layout 
   NaN      0.000     0.000     0.000     0.000        3   ActionView::LookupContext::ViewPaths#find_all 
   NaN      0.000     0.000     0.000     0.000        3   AbstractController::Layouts#conditional_layout? 
   NaN      0.000     0.000     0.000     0.000        1   WelcomeController#_layout 
   NaN      0.000     0.000     0.000     0.000        1   AbstractController::Layouts#action_has_layout? 
   NaN      0.000     0.000     0.000     0.000        1   AbstractController::Layouts#_default_layout 
   NaN      0.000     0.000     0.000     0.000        2  *ActionView::TemplateRenderer#resolve_layout 
   NaN      0.000     0.000     0.000     0.000        1   ActionView::LookupContext#with_layout_format 
   NaN      0.000     0.000     0.000     0.000        1   ActionView::AbstractRenderer#with_layout_format 
   NaN      0.000     0.000     0.000     0.000        1   ActionView::TemplateRenderer#find_layout 
   NaN      0.000     0.000     0.000     0.000        1   ActionView::TemplateRenderer#render_with_layout 
   NaN      0.000     0.000     0.000     0.000        1   ActionView::TemplateRenderer#render_template 
   NaN      0.000     0.000     0.000     0.000        2   ActionView::LookupContext::Accessors#formats 
   NaN      0.000     0.000     0.000     0.000        4   <Class::ActionView::Resolver>#caching 
   NaN      0.000     0.000     0.000     0.000        4   ActionView::Resolver#caching? 
   NaN      0.000     0.000     0.000     0.000        4   Array#sort! 
   NaN      0.000     0.000     0.000     0.000        4   ActionView::Resolver#cached 
   NaN      0.000     0.000     0.000     0.000        4   ActionView::Resolver#find_all 
   NaN      0.000     0.000     0.000     0.000        4   ActionView::PathSet#find_all 
   NaN      0.000     0.000     0.000     0.000        1   ActionView::PathSet#find 
   NaN      0.000     0.000     0.000     0.000        7   Array#eql? 
   NaN      0.000     0.000     0.000     0.000        1   Hash#eql? 
   NaN      0.000     0.000     0.000     0.000        2   Hash#hash 
   NaN      0.000     0.000     0.000     0.000        1   <Class::ActionView::LookupContext::DetailsKey>#get 
   NaN      0.000     0.000     0.000     0.000        4   ActionView::LookupContext::DetailsCache#details_key 
   NaN      0.000     0.000     0.000     0.000        4   ActionView::LookupContext::ViewPaths#detail_args_for 
   NaN      0.000     0.000     0.000     0.000        7   Array#pop 
   NaN      0.000     0.000     0.000     0.000        4   ActionView::LookupContext::ViewPaths#handlers_regexp 
   NaN      0.000     0.000     0.000     0.000        4   ActionView::LookupContext::ViewPaths#normalize_name 
   NaN      0.000     0.000     0.000     0.000        4   ActionView::LookupContext::ViewPaths#args_for_lookup 
   NaN      0.000     0.000     0.000     0.000        1   ActionView::LookupContext::ViewPaths#find 
   NaN      0.000     0.000     0.000     0.000        1   ActionView::AbstractRenderer#find_template 
   NaN      0.000     0.000     0.000     0.000        2   NilClass#try 
   NaN      0.000     0.000     0.000     0.000        1   ActionView::TemplateRenderer#determine_template 
   NaN      0.000     0.000     0.000     0.000        1   ActionView::AbstractRenderer#formats_regexp 
   NaN      0.000     0.000     0.000     0.000        1   ActionView::AbstractRenderer#extract_format 
   NaN      0.000     0.000     0.000     0.000        1   ActionView::LookupContext#registered_details 
   NaN      0.000     0.000     0.000     0.000        1   ActionView::AbstractRenderer#extract_details 
   NaN      0.000     0.000     0.000     0.000        1   ActionView::TemplateRenderer#render 
   NaN      0.000     0.000     0.000     0.000        1   ActionView::AbstractRenderer#initialize 
   NaN      0.000     0.000     0.000     0.000        1   ActionView::Renderer#_template_renderer 
   NaN      0.000     0.000     0.000     0.000        1   ActionView::Renderer#render_template 
   NaN      0.000     0.000     0.000     0.000        1   ActionView::Renderer#render 
   NaN      0.000     0.000     0.000     0.000        1   ActionView::OutputFlow#initialize 
   NaN      0.000     0.000     0.000     0.000        1   ActionView::Context#_prepare_context 
   NaN      0.000     0.000     0.000     0.000        1   ActionView::Helpers::ControllerHelper#assign_controller 
   NaN      0.000     0.000     0.000     0.000        4   Kernel#instance_variable_set 
   NaN      0.000     0.000     0.000     0.000        1   ActionView::Base#assign 
   NaN      0.000     0.000     0.000     0.000        1   ActionView::Base#initialize 
   NaN      0.000     0.000     0.000     0.000        1   Kernel#instance_variable_get 
   NaN      0.000     0.000     0.000     0.000        2   Array#- 
   NaN      0.000     0.000     0.000     0.000        2  *ActionController::Base#protected_instance_variables 
   NaN      0.000     0.000     0.000     0.000        1   Kernel#instance_variables 
   NaN      0.000     0.000     0.000     0.000        1   Object#instance_variable_names 
   NaN      0.000     0.000     0.000     0.000        1   AbstractController::Rendering#view_assigns 
   NaN      0.000     0.000     0.000     0.000        1   AbstractController::Rendering::ClassMethods#view_context_class 
   NaN      0.000     0.000     0.000     0.000        1   AbstractController::Rendering#view_context_class 
   NaN      0.000     0.000     0.000     0.000        1   AbstractController::Rendering#view_context 
   NaN      0.000     0.000     0.000     0.000        1   ActionView::Renderer#initialize 
   NaN      0.000     0.000     0.000     0.000        2   AbstractController::Rendering#view_renderer 
   NaN      0.000     0.000     0.000     0.000        1   AbstractController::Rendering#_render_template 
   NaN      0.000     0.000     0.000     0.000        1   ActionController::Streaming#_render_template 
   NaN      0.000     0.000     0.000     0.000        1   AbstractController::Rendering#_process_options 
   NaN      0.000     0.000     0.000     0.000        1   ActionController::Rendering#_process_options 
   NaN      0.000     0.000     0.000     0.000        1   ActionController::Streaming#_process_options 
   NaN      0.000     0.000     0.000     0.000        1   AbstractController::Rendering#render_to_body 
   NaN      0.000     0.000     0.000     0.000        2  *ActionController::Base#_renderers 
   NaN      0.000     0.000     0.000     0.000        1   ActionController::Renderers#_handle_render_options 
   NaN      0.000     0.000     0.000     0.000        1   ActionController::Renderers#render_to_body 
   NaN      0.000     0.000     0.000     0.000        1   ActionController::Compatibility#render_to_body 
   NaN      0.000     0.000     0.000     0.000        1   Symbol#=== 
   NaN      0.000     0.000     0.000     0.000       46   Kernel#=== 
   NaN      0.000     0.000     0.000     0.000        1   AbstractController::Layouts#_layout_for_option 
   NaN      0.000     0.000     0.000     0.000        1   AbstractController::Layouts#_include_layout? 
   NaN      0.000     0.000     0.000     0.000        2   Array#& 
   NaN      0.000     0.000     0.000     0.000        1   AbstractController::Rendering#_normalize_options 
   NaN      0.000     0.000     0.000     0.000        1   AbstractController::Layouts#_normalize_options 
   NaN      0.000     0.000     0.000     0.000        1   ActionController::Rendering#_normalize_options 
   NaN      0.000     0.000     0.000     0.000        1   ActionController::Compatibility#_normalize_options 
   NaN      0.000     0.000     0.000     0.000        1   AbstractController::Rendering#_normalize_args 
   NaN      0.000     0.000     0.000     0.000        1   ActionController::Rendering#_normalize_args 
   NaN      0.000     0.000     0.000     0.000        1   AbstractController::Rendering#_normalize_render 
   NaN      0.000     0.000     0.000     0.000        1   AbstractController::Rendering#render 
   NaN      0.000     0.000     0.000     0.000        1   ActionController::Rendering#render 
   NaN      0.000     0.000     0.000     0.000        1   Benchmark#realtime 
   NaN      0.000     0.000     0.000     0.000        1   <Module::Benchmark>#ms 
   NaN      0.000     0.000     0.000     0.000        1   ActionController::Instrumentation#cleanup_view_runtime 
   NaN      0.000     0.000     0.000     0.000        2   ActiveRecord::ConnectionAdapters::ConnectionPool#connected? 
   NaN      0.000     0.000     0.000     0.000        2   ActiveRecord::ConnectionAdapters::ConnectionHandler#connected? 
   NaN      0.000     0.000     0.000     0.000        4  *<Class::ActiveRecord::Base>#connected? 
   NaN      0.000     0.000     0.000     0.000        1   ActiveRecord::Railties::ControllerRuntime#cleanup_view_runtime 
   NaN      0.000     0.000     0.000     0.000        1   ActionController::Instrumentation#render 
   NaN      0.000     0.000     0.000     0.000        1   ActionController::ImplicitRender#default_render 
   NaN      0.000     0.000     0.000     0.000        1   WelcomeController#index 
   NaN      0.000     0.000     0.000     0.000        1   ActionController::ImplicitRender#send_action 
   NaN      0.000     0.000     0.000     0.000        1   AbstractController::Base#process_action 
   NaN      0.000     0.000     0.000     0.000        1   ActionView::LookupContext::DetailsCache#_set_detail 
   NaN      0.000     0.000     0.000     0.000        2   Array#to_ary 
   NaN      0.000     0.000     0.000     0.000        2   ActionView::LookupContext::Accessors#formats= 
   NaN      0.000     0.000     0.000     0.000        2   ActionView::LookupContext#formats= 
   NaN      0.000     0.000     0.000     0.000        1   AbstractController::ViewPaths#formats= 
   NaN      0.000     0.000     0.000     0.000        1   ActionController::Rendering#process_action 
   NaN      0.000     0.000     0.000     0.000        1   #<Class:0x007fea24ebe798>#allow_forgery_protection 
   NaN      0.000     0.000     0.000     0.000        3   ActiveSupport::InheritableOptions#initialize 
   NaN      0.000     0.000     0.000     0.000        2   ActiveSupport::InheritableOptions#inheritable_copy 
   NaN      0.000     0.000     0.000     0.000        2   ActiveSupport::Configurable#config 
   NaN      0.000     0.000     0.000     0.000        1   ActionController::Base#allow_forgery_protection 
   NaN      0.000     0.000     0.000     0.000        1   ActionController::RequestForgeryProtection#protect_against_forgery? 
   NaN      0.000     0.000     0.000     0.000        1   ActionController::RequestForgeryProtection#verified_request? 
   NaN      0.000     0.000     0.000     0.000        1   ActionController::RequestForgeryProtection#verify_authenticity_token 
   NaN      0.000     0.000     0.000     0.000        1   WelcomeController#_run__4041318907781275276__process_action__3799093377713994959__callbacks 
   NaN      0.000     0.000     0.000     0.000        1   ActionController::Base#_run_process_action_callbacks 
   NaN      0.000     0.000     0.000     0.000        1   AbstractController::Callbacks#process_action 
   NaN      0.000     0.000     0.000     0.000        1   ActionController::Rescue#process_action 
   NaN      0.000     0.000     0.000     0.000        6   Hash#empty? 
   NaN      0.000     0.000     0.000     0.000        2   ActiveSupport::LogSubscriber#info 
   NaN      0.000     0.000     0.000     0.000        1   Hash#except! 
   NaN      0.000     0.000     0.000     0.000        1   Hash#except 
   NaN      0.000     0.000     0.000     0.000        1   ActionController::LogSubscriber#start_processing 
   NaN      0.000     0.000     0.000     0.000       60  *ActiveSupport::OrderedOptions#_get 
   NaN      0.000     0.000     0.000     0.000        6   #<Class:0x007fea24ebe798>#logger 
   NaN      0.000     0.000     0.000     0.000        7   ActiveSupport::Configurable::ClassMethods#config 
   NaN      0.000     0.000     0.000     0.000        6   <Class::ActionController::Base>#logger 
   NaN      0.000     0.000     0.000     0.000        6   ActionController::LogSubscriber#logger 
   NaN      0.000     0.000     0.000     0.000        4   String#intern 
   NaN      0.000     0.000     0.000     0.000        4   <Module::ActiveSupport::Notifications>#instrumenter 
   NaN      0.000     0.000     0.000     0.000        4   ActiveSupport::Notifications::Fanout#listening? 
   NaN      0.000     0.000     0.000     0.000       47  *Proc#yield 
   NaN      0.000     0.000     0.000     0.000        4  *<Module::ActiveSupport::Notifications>#instrument 
   NaN      0.000     0.000     0.000     0.000        1   Rack::Request#fullpath 
   NaN      0.000     0.000     0.000     0.000        1   ActionDispatch::Request#fullpath 
