Thread ID: 70321780771280
Fiber ID: 70321808515740
Total: 0.019491
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.07      0.000     0.000     0.000     0.000        1   ActiveSupport::StringInquirer#method_missing 
  0.07      0.000     0.000     0.000     0.000        1   ActionController::RackDelegation#response_body= 
  0.07      0.000     0.000     0.000     0.000        4  *<Class::ActiveRecord::Base>#connected? 
  0.07      0.000     0.000     0.000     0.000        5   Array#delete 
  0.07      0.000     0.000     0.000     0.000        4   Hash#update 
  0.07      0.000     0.000     0.000     0.000        2   ActiveRecord::ConnectionAdapters::ConnectionHandler#connected? 
  0.07      0.001     0.000     0.000     0.001        1   ActionView::Helpers::AssetTagHelper::StylesheetTagHelpers#stylesheet_link_tag 
  0.07      0.000     0.000     0.000     0.000        1   BrowsingTest#_run__446260179275634336__teardown__2680399561616373413__callbacks 
  0.07      0.000     0.000     0.000     0.000        2   Rack::Utils::HeaderHash#initialize 
  0.07      0.000     0.000     0.000     0.000        2   Set#each 
  0.07      0.000     0.000     0.000     0.000        5   URI::Generic#set_registry 
  0.07      0.006     0.000     0.000     0.006        1   AbstractController::Callbacks#process_action 
  0.07      0.001     0.000     0.000     0.001        2   String#pluralize 
  0.07      0.000     0.000     0.000     0.000        1   ActiveSupport::Inflector#camelize 
  0.07      0.000     0.000     0.000     0.000        1   ActionView::Helpers::ControllerHelper#assign_controller 
  0.07      0.000     0.000     0.000     0.000        3   Hash#stringify_keys 
  0.07      0.000     0.000     0.000     0.000        3   ActiveSupport::BufferedLogger#add 
  0.07      0.000     0.000     0.000     0.000        7   Object#html_safe? 
  0.07      0.000     0.000     0.000     0.000        6   URI::Generic#set_fragment 
  0.07      0.000     0.000     0.000     0.000        2   <Class::ActiveSupport::HashWithIndifferentAccess>#new_from_hash_copying_default 
  0.07      0.000     0.000     0.000     0.000        1   ActiveSupport::MessageVerifier#initialize 
  0.07      0.001     0.000     0.000     0.001        1   ActionView::Helpers::AssetTagHelper::JavascriptTagHelpers#javascript_include_tag 
  0.07      0.000     0.000     0.000     0.000        1   ActionDispatch::Http::ParameterFilter#filter 
  0.07      0.000     0.000     0.000     0.000        1   Object#in? 
  0.07      0.000     0.000     0.000     0.000        1   URI::Generic#== 
  0.07      0.000     0.000     0.000     0.000        7   ActiveRecord::ConnectionAdapters::ConnectionPool#current_connection_id 
  0.07      0.014     0.000     0.000     0.014        1   ActiveSupport::TaggedLogging#tagged 
  0.07      0.001     0.000     0.000     0.001        2   ActiveSupport::Inflector#pluralize 
  0.07      0.000     0.000     0.000     0.000        2   ActionView::Helpers::AssetTagHelper::AssetIncludeTag#determine_source 
  0.07      0.000     0.000     0.000     0.000        1   ActiveRecord::Railties::ControllerRuntime#append_info_to_payload 
  0.07      0.000     0.000     0.000     0.000        1   Rack::Session::Abstract::ID#commit_session 
  0.07      0.010     0.000     0.000     0.010        1   AbstractController::Base#process 
  0.07      0.001     0.000     0.000     0.001        4   <Module::URI>#parse 
  0.07      0.000     0.000     0.000     0.000        3   URI::Generic#parser 
  0.07      0.000     0.000     0.000     0.000        9   NilClass#nil? 
  0.07      0.000     0.000     0.000     0.000        1   ActionDispatch::Routing::RouteSet::Dispatcher#normalize_controller! 
  0.07      0.006     0.000     0.000     0.006        1   ActionController::ImplicitRender#send_action 
  0.07      0.000     0.000     0.000     0.000        3   Set#add 
  0.06      0.001     0.000     0.000     0.001        1   ActionDispatch::Http::FilterParameters#filtered_parameters 
  0.06      0.000     0.000     0.000     0.000        1   Rack::Response#finish 
  0.06      0.000     0.000     0.000     0.000        1   ActiveRecord::ConnectionAdapters::PostgreSQLAdapter#_run__4211075572751328150__checkin__4286204378610978101__callbacks 
  0.06      0.000     0.000     0.000     0.000        5   ActiveRecord::ConnectionAdapters::ConnectionPool#connection 
  0.06      0.000     0.000     0.000     0.000        4   ActionView::AssetPaths#asset_host_config 
  0.06      0.000     0.000     0.000     0.000        2   Rack::BodyProxy#initialize 
  0.06      0.000     0.000     0.000     0.000        1   Rack::MockResponse#initialize 
  0.06      0.000     0.000     0.000     0.000        2   ActiveSupport::InheritableOptions#inheritable_copy 
  0.06      0.000     0.000     0.000     0.000        6   Numeric#quo 
  0.06      0.000     0.000     0.000     0.000        1   ActionDispatch::Routing::RouteSet::Dispatcher#prepare_params! 
  0.06      0.000     0.000     0.000     0.000        1   AbstractController::Layouts#_default_layout 
  0.06      0.000     0.000     0.000     0.000        1   ActionController::Rendering#_process_options 
  0.06      0.000     0.000     0.000     0.000        1   ActionDispatch::Cookies::CookieJar#initialize 
  0.06      0.000     0.000     0.000     0.000        4   String#match 
  0.06      0.000     0.000     0.000     0.000        1   Rack::Request#scheme 
  0.06      0.000     0.000     0.000     0.000        1   <Module::OpenSSL::Random>#random_bytes 
  0.06      0.000     0.000     0.000     0.000        4   Mime::Type#to_s 
  0.06      0.000     0.000     0.000     0.000        2   ActionDispatch::Request#parse_query 
  0.06      0.000     0.000     0.000     0.000        1   BetterErrors::Middleware#allow_ip? 
  0.06      0.000     0.000     0.000     0.000        1   AbstractController::Rendering#view_assigns 
  0.06      0.000     0.000     0.000     0.000        2   Hash#extractable_options? 
  0.06      0.000     0.000     0.000     0.000        2   Hash#with_indifferent_access 
  0.06      0.000     0.000     0.000     0.000       18   Kernel#hash 
  0.06      0.000     0.000     0.000     0.000        3   BasicObject#!= 
  0.06      0.000     0.000     0.000     0.000        2   ActiveSupport::Configurable#config 
  0.06      0.000     0.000     0.000     0.000        2   Rack::Request#script_name 
  0.06      0.000     0.000     0.000     0.000        4   Set#delete 
  0.06      0.000     0.000     0.000     0.000        2   Rack::Request#path 
  0.06      0.000     0.000     0.000     0.000        2   ActiveRecord::ConnectionAdapters::ConnectionManagement::Proxy#respond_to? 
  0.06      0.000     0.000     0.000     0.000        4   Enumerable#find 
  0.06      0.000     0.000     0.000     0.000        1   ActiveRecord::Railties::ControllerRuntime::ClassMethods#log_process_action 
  0.06      0.000     0.000     0.000     0.000        1   <Class::File>#file? 
  0.06      0.000     0.000     0.000     0.000        2   URI::Generic#normalize 
  0.06      0.000     0.000     0.000     0.000        3   Hash#values_at 
  0.06      0.013     0.000     0.000     0.013        1   ActiveRecord::ConnectionAdapters::ConnectionManagement#call 
  0.06      0.000     0.000     0.000     0.000        3   URI::HTTP#initialize 
  0.06      0.000     0.000     0.000     0.000        1   Rails::Application#build_original_fullpath 
  0.06      0.000     0.000     0.000     0.000        4   <Class::ActiveRecord::Base>#connection 
  0.06      0.000     0.000     0.000     0.000        1   Rack::Session::Abstract::ID#prepare_session 
  0.06      0.000     0.000     0.000     0.000        1   <Class::Journey::Router::Utils>#normalize_path 
  0.06      0.000     0.000     0.000     0.000        1   ActionController::MiddlewareStack#build 
  0.06      0.000     0.000     0.000     0.000        1   Kernel#URI 
  0.06      0.000     0.000     0.000     0.000        1   ActionDispatch::Routing::RouteSet::Dispatcher#controller_reference 
  0.06      0.001     0.000     0.000     0.001        1   ActionController::HideActions#method_for_action 
  0.06      0.013     0.000     0.000     0.013        1   Rack::Session::Abstract::ID#context 
  0.06      0.005     0.000     0.000     0.005        1   AbstractController::Rendering#_render_template 
  0.06      0.000     0.000     0.000     0.000        1   AbstractController::Rendering#_normalize_render 
  0.06      0.014     0.000     0.000     0.014        1   ActionDispatch::DebugExceptions#call 
  0.06      0.000     0.000     0.000     0.000        4   Hash#has_key? 
  0.06      0.000     0.000     0.000     0.000        2   Regexp#=~ 
  0.06      0.013     0.000     0.000     0.013        1   ActionDispatch::RemoteIp#call 
  0.06      0.000     0.000     0.000     0.000        3   Mime::Type#ref 
  0.06      0.000     0.000     0.000     0.000        1   ActionDispatch::Response#to_a 
  0.06      0.012     0.000     0.000     0.012        1   Journey::Router#call 
  0.06      0.000     0.000     0.000     0.000        2   Rack::Utils#status_code 
  0.06      0.000     0.000     0.000     0.000        1   ActionDispatch::Request#GET 
  0.06      0.000     0.000     0.000     0.000        1   ActionDispatch::Http::MimeNegotiation#format 
  0.05      0.000     0.000     0.000     0.000        1   IPAddr#in_addr 
  0.05      0.000     0.000     0.000     0.000        1   String#underscore 
  0.05      0.000     0.000     0.000     0.000        2   ActionController::Metal#params 
  0.05      0.000     0.000     0.000     0.000        1   Rack::Test::Session#initialize 
  0.05      0.000     0.000     0.000     0.000        3   Mime::Type#to_sym 
  0.05      0.000     0.000     0.000     0.000        6   Integer#to_i 
  0.05      0.000     0.000     0.000     0.000        2  *ActionView::TemplateRenderer#resolve_layout 
  0.05      0.000     0.000     0.000     0.000        1   ActionDispatch::Cookies::SignedCookieJar#initialize 
  0.05      0.000     0.000     0.000     0.000        1   <Module::Mime>#[] 
  0.05      0.009     0.000     0.000     0.009        1   ActiveRecord::Railties::ControllerRuntime#process_action 
  0.05      0.000     0.000     0.000     0.000        1   AbstractController::Layouts#initialize 
  0.05      0.000     0.000     0.000     0.000        1   ActionDispatch::Routing::UrlFor#initialize 
  0.05      0.000     0.000     0.000     0.000        1   ApplicationController#_layout 
  0.05      0.000     0.000     0.000     0.000        2   Rack::Test::Session#last_request 
  0.05      0.000     0.000     0.000     0.000        2   Array#& 
  0.05      0.000     0.000     0.000     0.000        1   ActionView::Helpers::TagHelper#tag 
  0.05      0.000     0.000     0.000     0.000        4   URI::Generic#absolute? 
  0.05      0.000     0.000     0.000     0.000        1   Set#initialize 
  0.05      0.000     0.000     0.000     0.000        1   URI::Parser#convert_to_uri 
  0.05      0.000     0.000     0.000     0.000        1   Journey::GTG::TransitionTable#move_regexp 
  0.05      0.000     0.000     0.000     0.000        1   ActionController::Instrumentation::ClassMethods#log_process_action 
  0.05      0.000     0.000     0.000     0.000        2   URI::Generic#component_ary 
  0.05      0.000     0.000     0.000     0.000        2   Rack::Request#parse_query 
  0.05      0.000     0.000     0.000     0.000        1   ActionDispatch::Routing::RouteSet::Dispatcher#controller 
  0.05      0.000     0.000     0.000     0.000        1   ActionController::Base#allow_forgery_protection 
  0.05      0.000     0.000     0.000     0.000        1   ActionDispatch::Http::Parameters#path_parameters 
  0.05      0.000     0.000     0.000     0.000        1   Rack::BodyProxy#close 
  0.05      0.000     0.000     0.000     0.000        1   ActionDispatch::Http::ParameterFilter#enabled? 
  0.05      0.000     0.000     0.000     0.000        1   String#camelize 
  0.05      0.000     0.000     0.000     0.000        1   ActionController::Rendering#_normalize_options 
  0.05      0.000     0.000     0.000     0.000        2   Enumerable#map 
  0.05      0.000     0.000     0.000     0.000        2   Rack::Test::Session#last_response 
  0.05      0.000     0.000     0.000     0.000        2   ActiveSupport::Notifications::Fanout#subscribe 
  0.05      0.000     0.000     0.000     0.000        3   ActiveSupport::SafeBuffer#html_safe? 
  0.05      0.000     0.000     0.000     0.000        4   Kernel#instance_variable_set 
  0.05      0.000     0.000     0.000     0.000        1   <Class::AbstractController::Base>#controller_path 
  0.05      0.015     0.000     0.000     0.015        1   Rails::Engine#call 
  0.05      0.000     0.000     0.000     0.000        1   ActionDispatch::Request#POST 
  0.05      0.005     0.000     0.000     0.005        1   ActionController::Compatibility#render_to_body 
  0.05      0.000     0.000     0.000     0.000        2   <Class::Mime::Type>#lookup 
  0.05      0.000     0.000     0.000     0.000        6  *ActiveSupport::TestCase#use_transactional_fixtures 
  0.05      0.000     0.000     0.000     0.000        4   ActionView::LookupContext::ViewPaths#handlers_regexp 
  0.05      0.000     0.000     0.000     0.000        4   <Class::ActionView::Resolver>#caching 
  0.05      0.000     0.000     0.000     0.000        2   ActionDispatch::Integration::Runner#respond_to? 
  0.05      0.000     0.000     0.000     0.000        1   Journey::Router#filter_routes 
  0.05      0.000     0.000     0.000     0.000        1   ActionDispatch::Http::FilterParameters#filtered_path 
  0.05      0.000     0.000     0.000     0.000        1   Journey::Path::Pattern::MatchData#captures 
  0.05      0.006     0.000     0.000     0.006        1   ActionController::Rescue#process_action 
  0.05      0.000     0.000     0.000     0.000        2   Rack::Session::Abstract::SessionHash#load_for_read! 
  0.05      0.001     0.000     0.000     0.001        1   AbstractController::Base#method_for_action 
  0.05      0.004     0.000     0.000     0.004        1   ActionView::AbstractRenderer#instrument 
  0.05      0.000     0.000     0.000     0.000        1   ActionView::AbstractRenderer#extract_details 
  0.05      0.000     0.000     0.000     0.000        1   Hash#eql? 
  0.05      0.000     0.000     0.000     0.000        3   ActiveRecord::TestFixtures#run_in_transaction? 
  0.05      0.000     0.000     0.000     0.000        2   ActiveRecord::ConnectionAdapters::ConnectionPool#connected? 
  0.05      0.005     0.000     0.000     0.005        1   ActionController::Renderers#render_to_body 
  0.05      0.014     0.000     0.000     0.014        1   ActionDispatch::ShowExceptions#call 
  0.05      0.013     0.000     0.000     0.013        1   ActionDispatch::Callbacks#_run_call_callbacks 
  0.05      0.000     0.000     0.000     0.000        1   ActionView::LookupContext::ViewPaths#view_paths= 
  0.05      0.000     0.000     0.000     0.000        3   Array#compact 
  0.05      0.006     0.000     0.000     0.006        1   ActionController::Instrumentation#render 
  0.05      0.001     0.000     0.000     0.001        4  *ActionController::HideActions::ClassMethods#action_methods 
  0.05      0.000     0.000     0.000     0.000        1   URI::Generic#check_port 
  0.05      0.013     0.000     0.000     0.013        1   BetterErrors::Middleware#better_errors_call 
  0.05      0.000     0.000     0.000     0.000        2   Set#do_with_enum 
  0.05      0.000     0.000     0.000     0.000        6   BasicObject#initialize 
  0.05      0.000     0.000     0.000     0.000        2   ActiveRecord::QueryCache::BodyProxy#respond_to? 
  0.05      0.000     0.000     0.000     0.000        1   ActionView::Helpers::AssetTagHelper::JavascriptIncludeTag#expand_sources 
  0.05      0.000     0.000     0.000     0.000        1   AbstractController::ViewPaths#formats= 
  0.05      0.000     0.000     0.000     0.000        1   Object#instance_variable_names 
  0.05      0.000     0.000     0.000     0.000        1   ActiveSupport::HashWithIndifferentAccess#merge 
  0.05      0.000     0.000     0.000     0.000        6   Hash#empty? 
  0.05      0.000     0.000     0.000     0.000        1   Rack::Session::Abstract::ID#commit_session? 
  0.05      0.012     0.000     0.000     0.012        1   ActionDispatch::Head#call 
  0.05      0.000     0.000     0.000     0.000        3   Rack::Session::Abstract::SessionHash#loaded? 
  0.05      0.000     0.000     0.000     0.000        2   Array#sort 
  0.05      0.000     0.000     0.000     0.000        1   ActionController::Compatibility#_normalize_options 
  0.05      0.000     0.000     0.000     0.000        2   ActionDispatch::Request#xml_http_request? 
  0.05      0.000     0.000     0.000     0.000        3   Kernel#freeze 
  0.05      0.000     0.000     0.000     0.000        5   ActionDispatch::Integration::Runner#integration_session 
  0.05      0.000     0.000     0.000     0.000        1   ActionDispatch::Http::Cache::Response#handle_conditional_get! 
  0.05      0.000     0.000     0.000     0.000        1   ActiveSupport::TaggedLogging#push_tags 
  0.05      0.005     0.000     0.000     0.005        1   AbstractController::Rendering#render_to_body 
  0.05      0.000     0.000     0.000     0.000        1   Rack::Session::Abstract::SessionHash#[] 
  0.05      0.000     0.000     0.000     0.000        3   <Class::Proc>#new 
  0.05      0.000     0.000     0.000     0.000        1   ActionDispatch::Request#cookie_jar 
  0.05      0.000     0.000     0.000     0.000        1   ActionDispatch::Http::MimeNegotiation#valid_accept_header 
  0.05      0.000     0.000     0.000     0.000        1   ActionDispatch::ParamsParser#parse_formatted_parameters 
  0.04      0.000     0.000     0.000     0.000        2   Temple::Utils#escape_html_safe 
  0.04      0.017     0.000     0.000     0.017        1   Rack::Test::Session#request 
  0.04      0.000     0.000     0.000     0.000        1   URI::Generic#scheme= 
  0.04      0.000     0.000     0.000     0.000        1   #<Module:0x007fea22088900>#locale 
  0.04      0.000     0.000     0.000     0.000        2   #<Module:0x007fea22088900>#config= 
  0.04      0.000     0.000     0.000     0.000        2   StringIO#initialize 
  0.04      0.000     0.000     0.000     0.000        4   Symbol#to_proc 
  0.04      0.000     0.000     0.000     0.000        2   NilClass#blank? 
  0.04      0.000     0.000     0.000     0.000        1   ActionDispatch::Http::FilterParameters#parameter_filter 
  0.04      0.000     0.000     0.000     0.000        1   ActionDispatch::Request#form_data? 
  0.04      0.000     0.000     0.000     0.000        1   <Class::Digest::Class>#hexdigest 
  0.04      0.000     0.000     0.000     0.000        1   ActionView::Context#_prepare_context 
  0.04      0.000     0.000     0.000     0.000        1   AbstractController::Rendering#_normalize_args 
  0.04      0.000     0.000     0.000     0.000        3   ActiveRecord::TestFixtures::ClassMethods#uses_transaction? 
  0.04      0.000     0.000     0.000     0.000        2   ActionView::Helpers::AssetTagHelper::AssetIncludeTag#initialize 
  0.04      0.000     0.000     0.000     0.000        2  *ActiveRecord::TestFixtures#enlist_fixture_connections 
  0.04      0.000     0.000     0.000     0.000        1   ActiveSupport::Dependencies::ClassCache#get 
  0.04      0.000     0.000     0.000     0.000        4   Hash#default= 
  0.04      0.000     0.000     0.000     0.000        2   String#encode! 
  0.04      0.000     0.000     0.000     0.000        1   ActionController::RequestForgeryProtection#verify_authenticity_token 
  0.04      0.000     0.000     0.000     0.000        1   Module#anonymous? 
  0.04      0.005     0.000     0.000     0.005        1   ActionController::Streaming#_render_template 
  0.04      0.000     0.000     0.000     0.000        3   AbstractController::Layouts#conditional_layout? 
  0.04      0.000     0.000     0.000     0.000        1   Set#subtract 
  0.04      0.000     0.000     0.000     0.000        1   ActionDispatch::Response#respond_to? 
  0.04      0.000     0.000     0.000     0.000        3   Logger#format_severity 
  0.04      0.012     0.000     0.000     0.012        1   ActionDispatch::Routing::RouteSet#call 
  0.04      0.000     0.000     0.000     0.000        2   URI::Generic#component 
  0.04      0.000     0.000     0.000     0.000        2   Journey::Path::Pattern#to_regexp 
  0.04      0.000     0.000     0.000     0.000        1   Rack::Request#fullpath 
  0.04      0.000     0.000     0.000     0.000        1   Hash#except 
  0.04      0.000     0.000     0.000     0.000        1   ActionView::Helpers::AssetTagHelper::AssetIncludeTag#expand_sources 
  0.04      0.000     0.000     0.000     0.000        1   URI::Generic#check_scheme 
  0.04      0.000     0.000     0.000     0.000        1   URI::Generic#port= 
  0.04      0.000     0.000     0.000     0.000        2   IPAddr#ipv4_mapped? 
  0.04      0.000     0.000     0.000     0.000        1   Journey::GTG::TransitionTable#move 
  0.04      0.000     0.000     0.000     0.000        2   ActiveRecord::ConnectionAdapters::AbstractAdapter#log 
  0.04      0.000     0.000     0.000     0.000        7   String#hash 
  0.04      0.000     0.000     0.000     0.000        1   ActionDispatch::Http::URL#host 
  0.04      0.000     0.000     0.000     0.000        1   ActiveSupport::HashWithIndifferentAccess#with_indifferent_access 
  0.04      0.000     0.000     0.000     0.000        1   ActionDispatch::Cookies::CookieJar#update 
  0.04      0.000     0.000     0.000     0.000        1   ActionView::LookupContext::ViewPaths#find 
  0.04      0.000     0.000     0.000     0.000        2   Rack::MockSession#last_request 
  0.04      0.000     0.000     0.000     0.000        1   URI::Generic#host= 
  0.04      0.000     0.000     0.000     0.000        1   ActiveSupport::TaggedLogging#flush 
  0.04      0.000     0.000     0.000     0.000        2   URI::Generic#split_path 
  0.04      0.000     0.000     0.000     0.000        1   Regexp#to_s 
  0.04      0.000     0.000     0.000     0.000        1   ActiveRecord::ConnectionAdapters::PostgreSQLAdapter#_run__4211075572751328150__checkout__4286204378610978101__callbacks 
  0.04      0.005     0.000     0.000     0.005        1   ActionView::Renderer#render 
  0.04      0.000     0.000     0.000     0.000        2   ActiveSupport::HashWithIndifferentAccess#regular_writer 
  0.04      0.000     0.000     0.000     0.000        2   #<Class:0x007fea24ebe798>#perform_caching 
  0.04      0.006     0.000     0.000     0.006        1   ActionController::Base#_run_process_action_callbacks 
  0.04      0.000     0.000     0.000     0.000        3   <Module::Rails>#logger 
  0.04      0.000     0.000     0.000     0.000        1   Journey::Router#partitioned_routes 
  0.04      0.000     0.000     0.000     0.000        1   Mutex#synchronize 
  0.04      0.000     0.000     0.000     0.000        6   Kernel#object_id 
  0.04      0.000     0.000     0.000     0.000        3   ActionDispatch::Integration::Session#https? 
  0.04      0.000     0.000     0.000     0.000        1   ActionController::Streaming#_process_options 
  0.04      0.000     0.000     0.000     0.000        1   Set#to_a 
  0.04      0.000     0.000     0.000     0.000        1   ActionController::Renderers#_handle_render_options 
  0.04      0.000     0.000     0.000     0.000        1   ActionDispatch::Request#content_length 
  0.04      0.000     0.000     0.000     0.000        1   ActionDispatch::Session::CookieStore#unpacked_cookie_data 
  0.04      0.000     0.000     0.000     0.000        1   ActionView::LookupContext::DetailsCache#_set_detail 
  0.04      0.006     0.000     0.000     0.006        1   AbstractController::Base#process_action 
  0.04      0.000     0.000     0.000     0.000        6   Fixnum#fdiv 
  0.04      0.000     0.000     0.000     0.000        1   ActiveRecord::ConnectionAdapters::ConnectionManagement::Proxy#close 
  0.04      0.001     0.000     0.000     0.001        1   ActionController::Compatibility#method_for_action 
  0.04      0.000     0.000     0.000     0.000        2   StringScanner#scan 
  0.04      0.000     0.000     0.000     0.000        1   ActionView::AbstractRenderer#extract_format 
  0.04      0.000     0.000     0.000     0.000        1   ActionView::OutputFlow#initialize 
  0.04      0.000     0.000     0.000     0.000        1   URI::Generic#check_host 
  0.04      0.001     0.000     0.000     0.001        1   AbstractController::Base#action_method? 
  0.04      0.000     0.000     0.000     0.000        1   ActionView::TemplateRenderer#find_layout 
  0.04      0.000     0.000     0.000     0.000        1   String#squeeze! 
  0.04      0.000     0.000     0.000     0.000        2   URI::Generic#path_query 
  0.04      0.000     0.000     0.000     0.000        1   Rack::Test::Session#default_env 
  0.04      0.000     0.000     0.000     0.000        1   Rack::ETag#skip_caching? 
  0.04      0.014     0.000     0.000     0.014        1   BetterErrors::Middleware#call 
  0.04      0.000     0.000     0.000     0.000        1   AbstractController::Layouts#_include_layout? 
  0.04      0.000     0.000     0.000     0.000        1   AbstractController::I18nProxy#initialize 
  0.04      0.006     0.000     0.000     0.006        1   ActionController::Instrumentation#cleanup_view_runtime 
  0.04      0.000     0.000     0.000     0.000        1   ActionDispatch::Routing::RouteSet::NamedRouteCollection#helper_names 
  0.04      0.000     0.000     0.000     0.000        1   <Class::Hash>#[] 
  0.04      0.015     0.000     0.000     0.015        1   Rails::Application#call 
  0.04      0.000     0.000     0.000     0.000        1   ActionDispatch::Response#each 
  0.04      0.000     0.000     0.000     0.000        1   ActionDispatch::Request#method 
  0.04      0.000     0.000     0.000     0.000        2   ActionDispatch::Request#accept 
  0.04      0.000     0.000     0.000     0.000        2   Array#* 
  0.04      0.009     0.000     0.000     0.009        1   ActionController::ParamsWrapper#process_action 
  0.04      0.000     0.000     0.000     0.000        1   ActionDispatch::RequestId#external_request_id 
  0.04      0.000     0.000     0.000     0.000        1   Rack::ConditionalGet#fresh? 
  0.04      0.000     0.000     0.000     0.000        1   ActionDispatch::Http::MimeNegotiation#use_accept_header 
  0.04      0.000     0.000     0.000     0.000        1   Rack::Session::Abstract::SessionHash#initialize 
  0.04      0.018     0.000     0.000     0.018        2  *BrowsingTest#test_homepage 
  0.04      0.000     0.000     0.000     0.000        1   ActionView::Helpers::AssetTagHelper::JavascriptIncludeTag#extension 
  0.04      0.000     0.000     0.000     0.000        1   <Module::Rack::Multipart>#parse_multipart 
  0.04      0.000     0.000     0.000     0.000        1   ActionView::LookupContext#with_layout_format 
  0.04      0.000     0.000     0.000     0.000        1   Rack::Session::Abstract::OptionsHash#initialize 
  0.04      0.000     0.000     0.000     0.000        1   ActiveRecord::ConnectionAdapters::QueryCache#disable_query_cache! 
  0.04      0.000     0.000     0.000     0.000        1   <Class::Mime::Type>#lookup_by_extension 
  0.04      0.000     0.000     0.000     0.000        4   Array#sort! 
  0.04      0.000     0.000     0.000     0.000        1   Rack::Request#parse_multipart 
  0.04      0.000     0.000     0.000     0.000        2  *ActionController::Base#_wrapper_options 
  0.04      0.000     0.000     0.000     0.000        1   <Class::Digest::Class>#digest 
  0.04      0.000     0.000     0.000     0.000        1   Rack::Utils::HeaderHash#merge 
  0.04      0.000     0.000     0.000     0.000        1   Journey::Path::Pattern::MatchData#initialize 
  0.04      0.000     0.000     0.000     0.000        1   Rack::Test::CookieJar#hash_for 
  0.04      0.000     0.000     0.000     0.000        2   Enumerable#each_entry 
  0.04      0.004     0.000     0.000     0.004        1   ActionView::Template#render 
  0.04      0.000     0.000     0.000     0.000        2   ActiveSupport::Notifications::Fanout#unsubscribe 
  0.04      0.012     0.000     0.000     0.012        1   ActionDispatch::BestStandardsSupport#call 
  0.03      0.018     0.000     0.000     0.018        1   ActionDispatch::Integration::RequestHelpers#get 
  0.03      0.000     0.000     0.000     0.000        1   Array#index 
  0.03      0.000     0.000     0.000     0.000        1   ActionView::PathSet#initialize 
  0.03      0.000     0.000     0.000     0.000        1   AbstractController::Layouts#_normalize_layout 
  0.03      0.012     0.000     0.000     0.012        1   ActionDispatch::ParamsParser#call 
  0.03      0.000     0.000     0.000     0.000        1   Rack::Test::Session#retry_with_digest_auth? 
  0.03      0.000     0.000     0.000     0.000        1   ActionDispatch::Integration::Runner#copy_session_variables! 
  0.03      0.000     0.000     0.000     0.000        1   ActionDispatch::Cookies::CookieJar#write 
  0.03      0.000     0.000     0.000     0.000        1   ActionController::HideActions::ClassMethods#visible_action? 
  0.03      0.000     0.000     0.000     0.000        2   Array#initialize_copy 
  0.03      0.000     0.000     0.000     0.000        1   Rack::Session::Abstract::ID#forced_session_update? 
  0.03      0.000     0.000     0.000     0.000        1   Digest::Instance#digest 
  0.03      0.000     0.000     0.000     0.000        1   Rack::Session::Abstract::ID#loaded_session? 
  0.03      0.000     0.000     0.000     0.000        1   ActionDispatch::Session::StaleSessionCheck#extract_session_id 
  0.03      0.000     0.000     0.000     0.000        1   Set#initialize_copy 
  0.03      0.000     0.000     0.000     0.000        1   ActionController::Instrumentation#append_info_to_payload 
  0.03      0.000     0.000     0.000     0.000        1   Object#presence 
  0.03      0.000     0.000     0.000     0.000        1   Kernel#loop 
  0.03      0.000     0.000     0.000     0.000        1   ActionDispatch::RequestId#internal_request_id 
  0.03      0.000     0.000     0.000     0.000        1   ActionController::RackDelegation#content_type 
  0.03      0.013     0.000     0.000     0.013        1   ActionDispatch::Callbacks#call 
  0.03      0.014     0.000     0.000     0.014        1   Rack::MethodOverride#call 
  0.03      0.000     0.000     0.000     0.000        1   BasicObject#instance_eval 
  0.03      0.000     0.000     0.000     0.000        1   <Module::SecureRandom>#hex 
  0.03      0.000     0.000     0.000     0.000        1   ActiveSupport::BufferedLogger#respond_to? 
  0.03      0.000     0.000     0.000     0.000        1   ActionController::RackDelegation#content_type= 
  0.03      0.000     0.000     0.000     0.000        1   ActionDispatch::Request#fullpath 
  0.03      0.000     0.000     0.000     0.000        2   <Class::Array>#allocate 
  0.03      0.000     0.000     0.000     0.000        1   Rack::Utils::HeaderHash#include? 
  0.03      0.000     0.000     0.000     0.000        1   Rack::Session::Abstract::SessionHash#has_key? 
  0.03      0.000     0.000     0.000     0.000        1   Rack::Session::Abstract::OptionsHash#load_session_id! 
  0.03      0.000     0.000     0.000     0.000        2   ActionDispatch::Integration::Session#_mock_session 
  0.03      0.000     0.000     0.000     0.000        1   Rack::Session::Abstract::ID#session_exists? 
  0.03      0.000     0.000     0.000     0.000        1   <Class::ActionDispatch::Request>#ignore_accept_header 
  0.03      0.000     0.000     0.000     0.000        1   String#chomp 
  0.03      0.000     0.000     0.000     0.000        1   Rails::Rack::Logger#compute_tags 
  0.03      0.000     0.000     0.000     0.000        2   <Class::URI::Generic>#component 
  0.03      0.000     0.000     0.000     0.000        1   ActionDispatch::Routing::RouteSet::Dispatcher#merge_default_action! 
  0.03      0.001     0.000     0.000     0.001        1   ActionController::ImplicitRender#method_for_action 
  0.03      0.000     0.000     0.000     0.000        2  *ActionController::Base#protected_instance_variables 
  0.03      0.000     0.000     0.000     0.000        1   Sprockets::Helpers::RailsHelper#asset_digests 
  0.03      0.000     0.000     0.000     0.000        1   Kernel#instance_variables 
