Thread ID: 70321780771280
Fiber ID: 70321808515740
Total: 0.019491
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.03      0.000     0.000     0.000     0.000        1   Sprockets::Helpers::RailsHelper#asset_environment 
  0.03      0.000     0.000     0.000     0.000        1   Enumerable#sort_by 
  0.03      0.000     0.000     0.000     0.000        1   Set#- 
  0.03      0.000     0.000     0.000     0.000        1   Module#instance_methods 
  0.03      0.000     0.000     0.000     0.000        4   Fixnum#| 
  0.03      0.000     0.000     0.000     0.000        1   Rack::Test::CookieJar#for 
  0.03      0.013     0.000     0.000     0.013        1   Rack::Session::Abstract::ID#call 
  0.03      0.000     0.000     0.000     0.000        1   ActionView::PathSet#to_ary 
  0.03      0.000     0.000     0.000     0.000        1   #<Module:0x007fea22088900>#default_locale 
  0.03      0.000     0.000     0.000     0.000        1   AbstractController::Rendering#view_context_class 
  0.03      0.000     0.000     0.000     0.000        1   StringIO#set_encoding 
  0.03      0.000     0.000     0.000     0.000        1   ActionView::AbstractRenderer#with_layout_format 
  0.03      0.000     0.000     0.000     0.000        1   ActiveSupport::SafeBuffer#safe_concat 
  0.03      0.000     0.000     0.000     0.000        1   ActionView::Renderer#_template_renderer 
  0.03      0.000     0.000     0.000     0.000        1   ActionDispatch::Http::ParameterFilter#compiled_filter 
  0.03      0.000     0.000     0.000     0.000        3   Hash#each_value 
  0.03      0.000     0.000     0.000     0.000        1   ActionController::Rendering#_normalize_args 
  0.03      0.000     0.000     0.000     0.000        1   ActionView::PathSet#find 
  0.03      0.000     0.000     0.000     0.000        1   ActionDispatch::Cookies::CookieJar#[] 
  0.03      0.000     0.000     0.000     0.000        1   ActiveSupport::Cache::Strategy::LocalCache::LocalStore#initialize 
  0.03      0.000     0.000     0.000     0.000        1   ActionDispatch::Cookies::CookieJar#signed 
  0.03      0.000     0.000     0.000     0.000        1   Journey::Router#simulator 
  0.03      0.000     0.000     0.000     0.000        2   ActionDispatch::Integration::Session#host 
  0.03      0.000     0.000     0.000     0.000        1   Rack::BodyProxy#each 
  0.03      0.000     0.000     0.000     0.000        1   ActionView::Helpers::TagHelper#content_tag 
  0.03      0.000     0.000     0.000     0.000        1   AbstractController::Base#controller_path 
  0.03      0.000     0.000     0.000     0.000       12   Fixnum#abs 
  0.03      0.000     0.000     0.000     0.000        6   Fixnum#- 
  0.03      0.000     0.000     0.000     0.000        1   Journey::GTG::TransitionTable#accepting? 
  0.03      0.000     0.000     0.000     0.000        2   <Module::ActiveSupport::Notifications>#subscribe 
  0.03      0.000     0.000     0.000     0.000        1   Rack::MockResponse#body 
  0.03      0.000     0.000     0.000     0.000        1   ActiveSupport::TaggedLogging#pop_tags 
  0.03      0.000     0.000     0.000     0.000        3   Kernel#instance_of? 
  0.03      0.006     0.000     0.000     0.006        1   <Module::Benchmark>#ms 
  0.03      0.000     0.000     0.000     0.000        1   ActionDispatch::Http::Cache::Response#last_modified? 
  0.03      0.000     0.000     0.000     0.000        1   <Class::ActiveSupport::LogSubscriber>#flush_all! 
  0.03      0.000     0.000     0.000     0.000        1   StringIO#length 
  0.03      0.006     0.000     0.000     0.006        1   ActionController::ImplicitRender#default_render 
  0.03      0.000     0.000     0.000     0.000        3   Array#shift 
  0.03      0.000     0.000     0.000     0.000        1   Journey::Router#custom_routes 
  0.03      0.000     0.000     0.000     0.000        1   ActiveRecord::ConnectionAdapters::QueryCache#clear_query_cache 
  0.03      0.000     0.000     0.000     0.000        1   ActionView::AssetPaths#initialize 
  0.03      0.000     0.000     0.000     0.000        1   Rack::Utils::HeaderHash#each 
  0.03      0.000     0.000     0.000     0.000        1   String#tr! 
  0.03      0.000     0.000     0.000     0.000        1   ActionController::RequestForgeryProtection#protect_against_forgery? 
  0.03      0.000     0.000     0.000     0.000        1   ActionDispatch::Http::URL#raw_host_with_port 
  0.03      0.000     0.000     0.000     0.000        2   ActionView::LookupContext::Accessors#formats 
  0.03      0.000     0.000     0.000     0.000        1   Enumerable#detect 
  0.03      0.000     0.000     0.000     0.000        1   ActiveSupport::Cache::Store#initialize 
  0.03      0.000     0.000     0.000     0.000        1   ActionController::ParamsWrapper#_wrapper_formats 
  0.03      0.000     0.000     0.000     0.000        2   IPAddr#ipv6? 
  0.03      0.000     0.000     0.000     0.000        1   ActiveRecord::ConnectionAdapters::ConnectionManagement::Proxy#each 
  0.03      0.000     0.000     0.000     0.000        1   ActiveSupport::SafeBuffer#original_concat 
  0.03      0.000     0.000     0.000     0.000        1   ActiveRecord::ConnectionAdapters::AbstractAdapter#_run_checkout_callbacks 
  0.03      0.000     0.000     0.000     0.000        1   Rack::Multipart::Parser#setup_parse 
  0.03      0.000     0.000     0.000     0.000        1   ActionView::Helpers::AssetTagHelper::JavascriptIncludeTag#add_application_js 
  0.03      0.000     0.000     0.000     0.000        1   <Module::ActionView::Template::Handlers>#extensions 
  0.03      0.000     0.000     0.000     0.000        3   Kernel#initialize_copy 
  0.03      0.000     0.000     0.000     0.000        3   Kernel#eql? 
  0.03      0.000     0.000     0.000     0.000        1   Journey::GTG::TransitionTable#move_string 
  0.03      0.000     0.000     0.000     0.000        1   ActionView::AbstractRenderer#find_template 
  0.03      0.000     0.000     0.000     0.000        1   Journey::GTG::TransitionTable#memo 
  0.03      0.000     0.000     0.000     0.000        1   StringIO#read 
  0.03      0.000     0.000     0.000     0.000        1   ActionController::Metal#to_a 
  0.03      0.000     0.000     0.000     0.000        1   <Class::ActionView::LookupContext::DetailsKey>#get 
  0.03      0.000     0.000     0.000     0.000        1   ActionDispatch::Http::FilterParameters#parameter_filter_for 
  0.03      0.000     0.000     0.000     0.000        1   ActionDispatch::RemoteIp::GetIp#initialize 
  0.03      0.000     0.000     0.000     0.000        1   Mime::Mimes#symbols 
  0.03      0.000     0.000     0.000     0.000        1   I18n::Config#default_locale 
  0.03      0.000     0.000     0.000     0.000        1   Rack::Session::Abstract::ID#current_session_id 
  0.03      0.000     0.000     0.000     0.000        1   Kernel#instance_variable_get 
  0.03      0.000     0.000     0.000     0.000        3   Array#clear 
  0.03      0.004     0.000     0.000     0.004        1   ActionView::TemplateRenderer#render_template 
  0.03      0.000     0.000     0.000     0.000        2  *ActionDispatch::Session::StaleSessionCheck#stale_session_check! 
  0.03      0.000     0.000     0.000     0.000        2   Rack::MockSession#cookie_jar 
  0.03      0.000     0.000     0.000     0.000        1   Journey::Router#ast 
  0.03      0.000     0.000     0.000     0.000        1   ActiveRecord::QueryCache::BodyProxy#initialize 
  0.03      0.000     0.000     0.000     0.000        2  *ActionController::Base#_renderers 
  0.03      0.000     0.000     0.000     0.000        1   <Class::ActiveSupport::LogSubscriber>#flushable_loggers 
  0.03      0.000     0.000     0.000     0.000        1   String#unpack 
  0.03      0.000     0.000     0.000     0.000        1   Enumerator#each 
  0.03      0.000     0.000     0.000     0.000        1   Rack::Test::Session#headers_for_env 
  0.03      0.000     0.000     0.000     0.000        1   ActiveSupport::TaggedLogging#clear_tags! 
  0.03      0.000     0.000     0.000     0.000        1   ActionView::Helpers::AssetTagHelper::StylesheetIncludeTag#extension 
  0.03      0.000     0.000     0.000     0.000        1   Journey::Path::Pattern#names 
  0.03      0.000     0.000     0.000     0.000        1   ActionController::RequestForgeryProtection#verified_request? 
  0.03      0.000     0.000     0.000     0.000        1   AbstractController::ViewPaths#details_for_lookup 
  0.02      0.000     0.000     0.000     0.000        2   Array#to_ary 
  0.02      0.000     0.000     0.000     0.000        1   AbstractController::Layouts#action_has_layout? 
  0.02      0.000     0.000     0.000     0.000        1   ActionDispatch::Cookies::SignedCookieJar#[] 
  0.02      0.000     0.000     0.000     0.000        1   Rails::Engine#app 
  0.02      0.000     0.000     0.000     0.000        1   ActionDispatch::Cookies::SignedCookieJar#ensure_secret_secure 
  0.02      0.000     0.000     0.000     0.000        1   Hash#except! 
  0.02      0.000     0.000     0.000     0.000        1   ActionView::Helpers::AssetTagHelper::StylesheetIncludeTag#asset_name 
  0.02      0.000     0.000     0.000     0.000        1   ActionView::Template#compile! 
  0.02      0.000     0.000     0.000     0.000        2   <Class::StringIO>#allocate 
  0.02      0.000     0.000     0.000     0.000        2   Kernel#=~ 
  0.02      0.000     0.000     0.000     0.000        1   Enumerable#all? 
  0.02      0.000     0.000     0.000     0.000        1   Array#[]= 
  0.02      0.000     0.000     0.000     0.000        1   #<Class:0x007fea24ebe798>#allow_forgery_protection 
  0.02      0.000     0.000     0.000     0.000        1   Module#< 
  0.02      0.000     0.000     0.000     0.000        1   ActionDispatch::Routing::RouteSet#finalize! 
  0.02      0.000     0.000     0.000     0.000        1   Rack::Request#ssl? 
  0.02      0.000     0.000     0.000     0.000        1   ActiveSupport::TestCase#_run_setup_callbacks 
  0.02      0.000     0.000     0.000     0.000        1   AbstractController::Rendering::ClassMethods#view_context_class 
  0.02      0.000     0.000     0.000     0.000        1   Rack::Multipart::Parser#parse 
  0.02      0.000     0.000     0.000     0.000        1   Rack::Session::Abstract::OptionsHash#session_id_not_loaded? 
  0.02      0.000     0.000     0.000     0.000        1   AbstractController::ViewPaths::ClassMethods#parent_prefixes 
  0.02      0.000     0.000     0.000     0.000        1   Journey::GTG::MatchData#initialize 
  0.02      0.000     0.000     0.000     0.000        2   Kernel#instance_variable_defined? 
  0.02      0.000     0.000     0.000     0.000        1   <Class::Digest::Base>#allocate 
  0.02      0.005     0.000     0.000     0.005        1   ActionView::Renderer#render_template 
  0.02      0.000     0.000     0.000     0.000        2  *ActiveSupport::TestCase#use_instantiated_fixtures 
  0.02      0.000     0.000     0.000     0.000        1   ActionView::AbstractRenderer#initialize 
  0.02      0.000     0.000     0.000     0.000        1   Rack::Utils#bytesize 
  0.02      0.013     0.000     0.000     0.013        1   BetterErrors::Middleware#protected_app_call 
  0.02      0.000     0.000     0.000     0.000        1   Rack::ETag#etag_body? 
  0.02      0.000     0.000     0.000     0.000        1   ActionView::AbstractRenderer#formats_regexp 
  0.02      0.000     0.000     0.000     0.000        1   IPAddr#to_i 
  0.02      0.000     0.000     0.000     0.000        1   IPAddr#coerce_other 
  0.02      0.000     0.000     0.000     0.000        2   Fixnum#divmod 
  0.02      0.000     0.000     0.000     0.000        1   Integer#round 
  0.02      0.000     0.000     0.000     0.000        2   <Module::ActiveSupport::Notifications>#unsubscribe 
  0.02      0.000     0.000     0.000     0.000        4   Fixnum#<< 
  0.02      0.000     0.000     0.000     0.000        2   Class#superclass 
  0.02      0.000     0.000     0.000     0.000        1   Rack::Session::Cookie#extract_session_id 
  0.02      0.000     0.000     0.000     0.000        1   I18n::Config#locale 
  0.02      0.000     0.000     0.000     0.000        1   StringScanner#initialize 
  0.02      0.000     0.000     0.000     0.000        1   ActionView::LookupContext#registered_details 
  0.02      0.000     0.000     0.000     0.000        2   ActiveSupport::SafeBuffer#to_s 
  0.02      0.000     0.000     0.000     0.000        1   ActionController::TemplateAssertions#teardown_subscriptions 
  0.02      0.000     0.000     0.000     0.000        1   String#strip 
  0.02      0.000     0.000     0.000     0.000        1   ActionView::Base#assign 
  0.02      0.000     0.000     0.000     0.000        1   ActionView::Renderer#initialize 
  0.02      0.000     0.000     0.000     0.000        1   ActionView::PathSet#typecast 
  0.02      0.000     0.000     0.000     0.000       47   BasicObject#== 
  0.02      0.000     0.000     0.000     0.000        1   Rack::Request#content_length 
  0.02      0.000     0.000     0.000     0.000        1   ActiveRecord::ConnectionAdapters::ConnectionManagement::Proxy#initialize 
  0.02      0.000     0.000     0.000     0.000       11   Hash#clear 
  0.02      0.000     0.000     0.000     0.000        2   Array#concat 
  0.02      0.000     0.000     0.000     0.000        1   MatchData#captures 
  0.02      0.000     0.000     0.000     0.000        1   Array#reverse 
  0.02      0.000     0.000     0.000     0.000        1   Array#zip 
  0.02      0.000     0.000     0.000     0.000        1   Journey::Path::Pattern::MatchData#length 
  0.02      0.000     0.000     0.000     0.000        2  *<Class::ActiveRecord::Base>#clear_active_connections! 
  0.02      0.000     0.000     0.000     0.000        4   Hash#blank? 
  0.02      0.000     0.000     0.000     0.000        1   Journey::Routes#partitioned_routes 
  0.02      0.000     0.000     0.000     0.000        1   <Module::ActiveRecord::IdentityMap>#clear 
  0.02      0.000     0.000     0.000     0.000        2   <Class::String>#try_convert 
  0.02      0.000     0.000     0.000     0.000        1   Float#- 
  0.02      0.000     0.000     0.000     0.000        1   Rack::Test::CookieJar#merge 
  0.02      0.000     0.000     0.000     0.000        1   Journey::Routes#ast 
  0.02      0.000     0.000     0.000     0.000        1   Rack::Utils::HeaderHash#merge! 
  0.02      0.000     0.000     0.000     0.000        1   URI::Generic#relative? 
  0.02      0.000     0.000     0.000     0.000        1   ActiveRecord::ConnectionAdapters::PostgreSQLAdapter#active? 
  0.02      0.000     0.000     0.000     0.000        1   AbstractController::Rendering#_process_options 
  0.02      0.000     0.000     0.000     0.000        2   Fixnum#<=> 
  0.02      0.000     0.000     0.000     0.000        2   Bignum#<=> 
  0.02      0.000     0.000     0.000     0.000        1   ActiveRecord::ConnectionAdapters::QueryCache#enable_query_cache! 
  0.02      0.000     0.000     0.000     0.000        1   Kernel#lambda 
  0.02      0.000     0.000     0.000     0.000        1   Array#unshift 
  0.02      0.000     0.000     0.000     0.000        1   StringIO#flush 
  0.02      0.000     0.000     0.000     0.000        1   ActiveRecord::ConnectionAdapters::ConnectionPool#release_connection 
  0.02      0.000     0.000     0.000     0.000        1   AbstractController::Layouts#_layout 
  0.02      0.000     0.000     0.000     0.000        1   ActionView::Helpers::AssetTagHelper::JavascriptIncludeTag#asset_name 
  0.02      0.000     0.000     0.000     0.000        1   ActionView::Template#method_name 
  0.02      0.000     0.000     0.000     0.000        2   Hash#values 
  0.02      0.000     0.000     0.000     0.000        4   ActiveRecord::LogSubscriber#logger 
  0.02      0.000     0.000     0.000     0.000        1   Journey::Path::Pattern#offsets 
  0.02      0.000     0.000     0.000     0.000        1   WelcomeController#index 
  0.02      0.000     0.000     0.000     0.000        1   Rails::Application#env_config 
  0.02      0.000     0.000     0.000     0.000        1   ActionDispatch::FileHandler#ext 
  0.02      0.000     0.000     0.000     0.000        1   Rack::Multipart::Parser#initialize 
  0.02      0.000     0.000     0.000     0.000        1   Fixnum#to_f 
  0.02      0.000     0.000     0.000     0.000        1   Rack::ETag#etag_status? 
  0.02      0.000     0.000     0.000     0.000        1   StringIO#rewind 
  0.02      0.000     0.000     0.000     0.000        1   <Class::ActionDispatch::Response>#default_charset 
  0.02      0.000     0.000     0.000     0.000        1   Rack::Session::Abstract::ID#force_options? 
  0.02      0.000     0.000     0.000     0.000        1   ActiveRecord::QueryCache::BodyProxy#each 
  0.02      0.000     0.000     0.000     0.000        1   String#downcase! 
  0.02      0.000     0.000     0.000     0.000        1   String#capitalize 
  0.02      0.000     0.000     0.000     0.000        1   Digest::Base#finish 
  0.02      0.000     0.000     0.000     0.000        2   NilClass#try 
  0.02      0.000     0.000     0.000     0.000        1   ActiveRecord::ConnectionAdapters::AbstractAdapter#_run_checkin_callbacks 
  0.02      0.000     0.000     0.000     0.000        2   Digest::Base#reset 
  0.02      0.000     0.000     0.000     0.000        2   Fixnum#& 
  0.01      0.000     0.000     0.000     0.000        1   Digest::Class#initialize 
  0.01      0.000     0.000     0.000     0.000        1   Symbol#=== 
  0.01      0.000     0.000     0.000     0.000        2   ActiveRecord::ExplainSubscriber#call 
  0.01      0.000     0.000     0.000     0.000        2   ActiveRecord::ConnectionAdapters::PostgreSQLAdapter#execute 
  0.01      0.000     0.000     0.000     0.000        1   Fixnum#zero? 
  0.01      0.000     0.000     0.000     0.000        2  *ActiveSupport::Testing::Performance#full_profile_options 
  0.01      0.000     0.000     0.000     0.000        1   <Module::Rails>#env 
  0.01      0.000     0.000     0.000     0.000        1   Journey::Routes#simulator 
  0.01      0.000     0.000     0.000     0.000        1   Float#to_f 
  0.01      0.000     0.000     0.000     0.000        2   ActiveSupport::TaggedLogging#method_missing 
  0.01      0.000     0.000     0.000     0.000        1   String#bytesize 
  0.01      0.000     0.000     0.000     0.000        1   MonitorMixin::ConditionVariable#signal 
  0.01      0.000     0.000     0.000     0.000        1   Integer#to_int 
  0.01      0.000     0.000     0.000     0.000        1   ActiveRecord::ConnectionAdapters::AbstractAdapter#verify! 
  0.01      0.000     0.000     0.000     0.000        1   StringIO#string 
  0.01      0.000     0.000     0.000     0.000        1   ConditionVariable#signal 
  0.01      0.000     0.000     0.000     0.000        1   ActiveRecord::ConnectionAdapters::ConnectionPool#checkout_and_verify 
  0.01      0.000     0.000     0.000     0.000        1   <Class::StringScanner>#allocate 
  0.01      0.000     0.000     0.000     0.000        2  *ActiveSupport::TestCase#pre_loaded_fixtures 
  0.01      0.000     0.000     0.000     0.000        1   ActiveSupport::TestCase#_run_teardown_callbacks 

* indicates recursively called methods
